text,label
Comment au aller Industry Area ?,11
How should I be Managing Director Office,15
How should I be General Offices,24
How should I be First Aid Office,23
How should I be bathroom,8
Where can I find director plant office,16
Montrez-moi le chemin vers Toilets,14
How I do get to finance office?,5
How should I be industry area,11
I need to find cafeteria,13
I have a meeting at md office,15
I am looking for maintenance coordinator bureau,21
I want to go to the restroom,8
Where can I find warehouse,12
Ndashaka kubona ressources humaines,4
Je voudrais aller au Managing Director Office,15
Ndashaka kuri kujya Industry Area,11
How should I be Stock Office,22
How should I be server room,7
Where can I find front desk,0
How should I be Admin Corridor,3
How should I be meeting room 3,6
Where can I find stock office,22
Where can I find toilet,8
Help me reach board room svp,6
Where can I find industrial operations,11
How should I be admin corridor,3
How should I be technical supervision,11
I am here to visit operational block,10
Je dois Restaurant rencontrer,13
Where can I find bathroom,8
Where can I find Restaurant,13
Ndashaka guhura n'umuyobozi wa support offices block,10
Where can I find ibiro by imari,5
Montrez-moi le chemin vers Restaurant,13
Pouvez-vous m'indiquer industrial operations ?,11
Where can I find manager office,18
Where can I find chief of maintenance office,20
restroom s'il vous plaît,8
Where can I find corridor a,1
Where can I find Main Corridor,1
How should I be Sales Office,17
How do I get to Finance Office 201?,5
Mfite muri inama Maintenance Coordinator bureau murakoze,21
Where can I find Toilets,14
I need directions to board icyumba,6
Meeting Room 3,6
Show me the way to finance head,5
How should I be Plant Director Office,16
How should I be maintenance coordination,21
J'ai rendez-vous au maintenance coordinator office,21
I have a meeting at server room,7
I need to find admin corridor,3
Je voudrais aller au main corridor,1
How should I be restaurant,13
maintenance chief office iri he?,20
Can you direct me to Maintenance Supervisor Office?,25
How should I be block a,9
Où se trouve cafeteria ?,13
Where can I find Managing Director Office,15
Nshaka waiting gusura area,2
How should I be accounting department,5
Where can I find admin corridor,3
Where can I find director plant office,16
How should I be restricted zone,7
Where can I find Sales Office,17
Help me reach bathroom,14
Where can I find waiting area,2
Je cherche stock area,12
How should I be plant manager secretary,19
Where can I find Waiting Area,2
I need directions chief to of maintenance office,20
I am here to visit chief of maintenance office,20
Where can I find maintenance chief office,20
m'indiquer Pouvez-vous General Offices ?,24
Nereke inzira yerekeza kuri restroom,8
Where can I find Managing Director Office,15
Show me the way to Sales Office,17
Where can I find warehouse,12
How should I be manager office,18
Ni hehe habarirwa director office?,15
Je voudrais aller au general office svp,24
How should I be corridor b,3
Nshaka gusura stock area thanks,12
How do I get to Sales ibiro,17
Storage Room B please,7
How should I be board room,6
I need to find storage room b please,7
How do I get to clinic?,23
How should I be administrative block,9
Where can I find Toilets,14
Where can I find customer service block,9
I am looking for corridor a,1
How should I be plant manager secretary,19
How should I be corridor b,3
How should I be managing director office,15
Please take me to hr office,4
Where can I find operational block,10
Where can I find HR Office 104,4
How should I be Maintenance Coordinator Office,21
I am looking for accounting department,5
Je voudrais aller au Toilets,14
kubona Ndashaka plant manager secretary please,19
Je suis ici pour voir administrative block,9
Where can I find commercial office,17
Where can I find clinic,23
Je ici suis pour voir stock office,22
How should I be Block B,10
How should I be finance office,5
How should I be sales office,17
Where can I find Maintenance Supervisor Office,25
Where can I find plant manager secretary,19
Where can I find stock office,22
How should I be secretary to the plant manager,19
I need directions to corridor a,1
customer block service please,9
How should I be canteen,13
I am here to visit md ibiro,15
I am here to visit toilets,14
Where can I find stock office,22
Where can I find HR Office 104,4
Où se trouve board room ?,6
I need to find Finance Office 201 ngwino,5
I have a session at hr manager,4
Where can I find Meeting Room 3,6
How should I be Secretary to the Plant Manager,19
Show me the way to stock warehouse area,12
How should I be Storage Room B,7
Emmenez-moi au toilets,14
Nshaka gusura operational block ngwino,10
How should I be block b,10
Where is Secretary to the Plant Manager?,19
Mushobora kunyereka Finance office 201?,5
Where can I find plant manager office,18
Where can I find main corridor,1
Where can I find toilet,14
Nereke inzira kuri yerekeza Restaurant,13
How do I get to storage room b?,7
How should I be general office,24
Where can I find operational block,10
Where can I find managing director office,15
Mfite inama muri medical room,23
Where can I find customer service block,9
Where can I find storage room b,7
Where can I find commercial office,17
How should I be hr office,4
How should I be toilet,14
How do I get to Storage salle B?,7
Where can I find main corridor,1
Je cherche support offices block thanks,10
Je rencontrer dois storage salle b,7
Comment aller au Block B ?,10
I want to go to stock the area,12
Where can I find clinic,23
Nereke inzira yerekeza kuri chief of maintenance office,20
How should I be first aid office,23
How should I be finance manager,5
Ndashaka kubona maintenance coordination,21
How should I be Meeting Room 3,6
Je dois rencontrer Bathroom,8
Where can I find restroom,14
How should I be hr office,4
Where is inventory office?,22
How should I be meeting room 3,6
Je suis ici pour voir Stock / Warehouse Area,12
Where can I find hr manager,4
How should I be Bathroom,8
Where can I find customer service block,9
Ni hehe habarirwa general offices?,24
Ndashaka guhura n'umuyobozi wa accounting department,5
Comment aller au first aid office ?,23
I am looking for Restaurant,13
How should I be board room,6
How should I be warehouse,12
Je dois rencontrer medical icyumba ngwino,23
I am here to visit director plant ibiro,16
Where can I find ressources humaines,4
How should I be customer service block,9
Where can I find stock office,22
Where can I find plant manager office,18
Je cherche inventory office ngwino,22
kujya Ndashaka kuri Waiting Area,2
How should I be ubuyobozi bwa hr,4
Where can I find Block B,10
Je dois rencontrer area industry,11
Where can I find Sales Office,17
Njyanye kuri manager office,18
Ndashaka guhura n'umuyobozi wa finance office,5
Je voudrais aller au conference room,6
Emmenez-moi Secretary au to the Plant Manager ngwino,19
ressources humaines s'il vous plaît,4
How do I get to toilets?,14
Show me the way to hr office,4
managing director office iri he?,15
How should I be front desk,0
How should I be Maintenance Supervisor Office,25
Main Corridor,1
plant director office iri he?,16
Pouvez-vous m'indiquer warehouse ?,12
How should I be Restaurant,13
I want to go the to cafeteria,13
Where can I find Plant Manager Office,18
Montrez-moi le chemin vers general office,24
How should I be medical room,23
Where can I find corridor a,1
How should I be commercial office,17
Where can I find Maintenance Supervisor Office,25
Please take me to First Aid Office,23
How should I be Maintenance Supervisor Office,25
Show me the way to cafeteria,13
How should I be Managing Director Office,15
Where can I find industry area,11
How should I be Restaurant,13
Where can I find secretary to the plant manager,19
Mushobora kunyereka secretary to the plant manager?,19
Ndashaka kujya kuri administrative block,9
Where can I find plant manager secretary,19
Ni hehe canteen? habarirwa,13
I have a meeting at Secretary to the Plant Manager,19
Pouvez-vous m'indiquer Plant Director bureau ?,16
How should I be HR Office 104,4
Ndashaka kubona Finance office 201 murakoze,5
Je suis ici pour voir restaurant,13
Njyanye kuri Main Corridor,1
Where can I find Reception,0
Ndashaka n'umuyobozi guhura wa storage room b,7
I need to directions corridor a svp,1
I am here to visit technical supervision,11
I am looking for Plant Director office,16
How do I get to md office?,15
Where can I find supervisor office,25
How should I be lounge,2
How should I be human resource office,4
Pouvez-vous m'indiquer medical salle ? thanks,23
Ndashaka kujya kuri Toilets,14
Where can I find Meeting Room 3,6
Where can I find finance office,5
Where can I find md office,15
How should I be reception desk,0
How should I be toilet,8
ubuyobozi bwa hr please murakoze,4
J'ai rendez-vous au plant head office,18
Ndashaka kujya kuri finance manager,5
J'ai rendez-vous au inventory office,22
Où se trouve general office ? svp,24
Je dois rencontrer human resource office,4
Where can I find bureau finance,5
How should I be general offices,24
How should I be Waiting Area,2
Nshaka gusura ibiro by imari,5
Where can I find Bathroom,8
Where can I find Waiting Area,2
rendez-vous J'ai au maintenance chief bureau,20
How should I be restroom,14
Où se trouve support offices block ?,10
Where can I find ubuyobozi bwa hr,4
How should I be inventory office,22
How should I be Managing Director Office,15
Montrez-moi le chemin vers First Aid bureau,23
me Show the way to plant manager office,18
Mfite muri inama Block B,10
Pouvez-vous m'indiquer board room ?,6
How should I be medical room,23
Je suis ici pour voir Industry Area,11
Ndashaka guhura n'umuyobozi wa ressources humaines,4
How should I be Industry Area,11
